id;Practice name;Phone 1;Expertise (REHAB / SPORT / WOMEN / VET / AESTHETIC);Address;City;ZIP code;Country;Latitude;longitude
2111;NOELIA TORRES CHACOPINO;34696879652;"[""Rehabilitation"",""Uro & Pelvic Floor""]";CALLE LA MOLETA 4;SAN JUAN DE ALICANTE;3550;SPAIN;38,4015878;-0,4348036
2112;MARTÍNEZ-BARRIOS GRUPO DE FISIOTERAPIA;34968273473;"[""Rehabilitation""]";CALLE AZARBE DEL PAPEL 2;MURCIA;30007;SPAIN;37,9996491;-1,1383814
2113;CONSUELO PEREZ;34688621454;"[""Rehabilitation""]";PLAZA DEL RAIGUERO N°1;LA ALBERCA DE LAS TORRES;30150;SPAIN;37,9416412;-1,148479
2114;FISIOACTIVE CENTRO DE FISIOTERAPIA;34603033267;"[""Rehabilitation""]";CALLE SANTA MARÍA ROSA MOLÁS, Nº40;CASTELLÓN;12004;SPAIN;39,9975531;-0,0377222
2115;SCM KINEO;33675385718;"[""Rehabilitation""]";31 ROUTE DE LA VAREZE;CLONAS SUR VAREZE;38550;FRANCE;45,41705704;4,785254002
2116;ADRAI EMANUELE - SAGE FEMME;33624146318;"[""Uro & Pelvic Floor""]";75 RUE DE LONGCHAMP;PARIS;75016;FRANCE;48,8556604;2,3034858
2117;LENAIG HERVIO - JULIE QUENTIN - SAGE FEMME;33660079423;"[""Uro & Pelvic Floor""]";56 AVENUE EDOUARD HERRIOT;VANNES;56000;FRANCE;47,66667;-2,75
2118;ANGUILLA VALERIE;33601913339;"[""Uro & Pelvic Floor""]";2 CHEMIN DE JOCELYN;AIX LES BAINS;73100;FRANCE;45,69992065;5,892781734
2119;CAPE CECILE;33671016167;"[""Uro & Pelvic Floor""]";3 AVENUE CONDORCET;LE HAILLAN;33185;FRANCE;44,86958313;-0,676617682
2120;MICHEL RIQUOIR;33607817043;"[""Uro & Pelvic Floor""]";MSP FAUBOURG SANTE. 190 RUE DE BETHUNE;DOUAI;59500;FRANCE;50,3751564;3,066204071
2121;CENTRO FISIOTERAPIA CORPORIS;34604025503;"[""Rehabilitation""]";AVENIDA DE RAMÓN NIETO 266 BAJO;VIGO;36205;SPAIN;41,8772646;-8,5021757
2122;VICHY CELESTINS SPA;97444286000;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor"",""Physio Aesthetic""]";ABU NAKHLAH EXIT 29;SALWA ROAD;;QATAR;25,2320993;51,4433259
2123;RAYHAN MEDICAL COMPLEX;97444355400;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor"",""Physio Aesthetic""]";STREET 32;NORTH KHALIFA;;QATAR;25,3221081;51,4859506
2124;ZULAL WELLNESS RESORT;97444776500;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor"",""Physio Aesthetic""]";MADINAT ASH SHAMAL;AL RUWAIS;;QATAR;26,0012634;51,2172556
2125;MOHAMMED AL NAIMI;;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor"",""Physio Aesthetic""]";AL WAKRA;AL WAKRA;;QATAR;25,1566623;51,6013212
2126;CABINET AQUAMARINA. M. LANFRANCHI JEAN-PIERRE;33494314060;"[""Rehabilitation""]";41 AVENUE DE LA RESISTANCE, LE COLORADO ALLEE D;TOULON;83000;FRANCE;43,11647034;5,947933197
2127;M. JLIDA ILIES. PHYSIO LABO;33493188862;"[""Rehabilitation"",""Sport""]";77 AVENUE ST AUGUSTIN;NICE;6200;FRANCE;43,6768679;7,225665
2128;OLENICI GHEORGHINA;33642896031;"[""Rehabilitation""]";55 AVENUE MARECHAL JUIN;CANNES;6400;FRANCE;43,54743958;7,046078682
2129;THERAPIE CONSULT. M. GEORGOPOULOS LORIS & M. BROCART JEAN-LOUP;33497046181;"[""Rehabilitation"",""Sport""]";13 RUE SADI CARNOT;ANTIBES;6600;FRANCE;43,5837822;7,120955467
2131;DANIELLE BERSCHEID BELLO;33466213931;"[""Rehabilitation""]";CLOS DES MARAICHERS 3 R PANAIS;CAISSARGUES;30132;FRANCE;43,79308701;4,376327991
2132;LOUISE DAELMAN;33624299835;"[""Uro & Pelvic Floor""]";ESPACE AURORA 1 - 1251 AVENUE PIERRE AUGUSTE RENOIR;LA SEYNE-SUR-MER;83500;FRANCE;43,0824879;5,8788801
2133;MUSTAFA KIRKPINAR;;"[""Physio Aesthetic""]";3 RUE DU COLONEL ANDRE;HAGUENAU;67500;FRANCE;48,8064321;7,7762345
2134;BENOIT LAURENT;33629570546;"[""Rehabilitation""]";1 CHEMIN DE SAINTE TULLE;PIERREVERT;4860;FRANCE;43,80118179;5,734008312
2135;STILLNESS ESPAI DE SALUT;34722585656;"[""Rehabilitation""]";CARRER DE VICENTE PARRA ACTOR, 4, BAJO IZQUIERDA;VALENCIA;46017;SPAIN;39,4559123;-0,3937676
2136;GALEY LIONEL - CABINET M.K.D.E.;33558732654;"[""Rehabilitation""]";60 RUE DES JARDINS;PEYREHORADE;40300;FRANCE;43,54450989;-1,100876451
2137;KORPORE SANO;34722464022;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";AVENIDA MAISONNAVE 18;ALICANTE;3003;SPAIN;38,3435942;-0,4930048
2138;FISIOTERAPIA MAISONNAVE;34965120739;"[""Rehabilitation"",""Sport""]";AVENIDA. MAISONNAVE, 13;ALICANTE;3003;SPAIN;38,3436026;-0,4930156
2139;CENTRO VIMAC;34952611261;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";CALLE HILERA 5;MÁLAGA;29007;SPAIN;39,3939783;-5,4058626
2140;FISIOPREMIÀ;34937512023;"[""Rehabilitation"",""Sport""]";CARRER DE LA UNIÓ, 6-12;BARCELONA;8330;SPAIN;41,491721;2,3555505
2141;EMANUÈLE ADRAÏ SAINT-PAUL;33651000858;"[""Uro & Pelvic Floor""]";65 RUE LONGCHAMP;PARIS;75116;FRANCE;48,8683989;2,2750689
2142;CLÍNICA PROSALUD;34968628886;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";CALLE BARTOLOME RÓDENAS 39C;MURCIA;30565;SPAIN;38,025282;-1,2448365
2143;IMANE FILALI;;"[""Rehabilitation""]";ROND POINT AL MOUSTAKBAL , ANGLE BD ABOUBAKER EL KHADIRI ET BD EL QODS;CASABLANCA;;MAROC;33,60147095;-7,625750542
2144;MARIANA OTERO;;"[""Uro & Pelvic Floor""]";ALEM 1062;SAN LORENZO, SANTA FE;;ARGENTINA;-32,738461;-60,7373415
2145;WATFORD FOOTBALL CLUB;;"[""Sport""]";BELL LANE, LONDON COLNEY AL2 1BZ;LONDON;;UNITED KINGDOM;51,712343;-0,279648
2146;CHHP;;"[""Rehabilitation""]";76 HARLEY STREET LONDON;LONDON;;UNITED KINGDOM;51,5168329;-0,1459986
2147;CORMENIER SYLVIE;33661645103;"[""Uro & Pelvic Floor""]";ZAE LES BARLES LIEU-DIT LE MERLANÇON;CARNOUX EN PROVENCE;13470;FRANCE;43,25639;5,56444
2148;EL OURF HAJAR - CENTRE PHYSIOFIT;;"[""Rehabilitation""]";APPT 13 , ETAGE 2, RESIDENCE KHALED - 40000 MENARA - GUELIZ;MARRAKECH;40000;MAROC;31,6258257;-7,9891608
2149;VIMAC FISIOTERAPIA;34952611261;"[""Rehabilitation"",""Uro & Pelvic Floor""]";CALLE HILERA, 5;MÁLAGA;29007;SPAIN;39,6981931;-11,0465004
2150;LAURE NAVETTE-HVALA;33389563793;"[""Rehabilitation""]";338 BIS AV ALTKIRCH;BRUNSTATT;68350;FRANCE;47,7165607;7,3294114
2151;BERNARD ARMONIE;33329940184;"[""Rehabilitation""]";373 RUE DANVOE;ROUVRES LA CHETIVE;88170;FRANCE;48,30677795;5,781045437
2152;PRAXIS JOHANNES FETZER;;"[""Rehabilitation""]";KARLSTR. 37;HAMBURG;22085;GERMANY;53,5748443;10,0139464
2153;PRAXIS FÜR ÄSTHETISCHE MEDIZIN IM SANITÄTSHAUS GLOTZ - MARKUS WOLF;;"[""Uro & Pelvic Floor""]";DIESELSTR. 19-21;GERLINGEN;70839;GERMANY;48,804922;9,0734928
2154;MICHAEL KORTING;49238998280;"[""Rehabilitation""]";MARKT 24;WERNE;59368;GERMANY;51,6629315;7,6364408
2155;THERAPIE&MASSAGE RUDOLF STUCK;434634680;"[""Rehabilitation""]";RAMPERSTORFFERG 19/18;WIEN;1050;AUSTRIA;48,1885744;16,3564638
2156;THERAPIE&SPORT GRECO;;"[""Rehabilitation"",""Sport""]";STAPENHORSTSTRAßE 93;BIELEFELD;33615;GERMANY;52,0279508;8,5171989
2157;ZENTRUM FÜR THERAPIE & REHA;49503294757;"[""Rehabilitation""]";HANS-BÖCKLER-STR. 40;NEUSTADT;31535;GERMANY;52,50014223;9,450335533
2158;NATURHEILPRAXIS - MICHAELA FISCHER;00492375–2054788;"[""Rehabilitation""]";SAUERLANDSTRASSE 8 – 12;BALVE;58802;GERMANY;51,32781806;7,866620771
2159;SIMONE JAHNS;;"[""Rehabilitation""]";FISCHERSTR. 10;RATZEBURG;23909;GERMANY;53,6971374;10,77539466
2160;PRAXIS FÜR PHYSIOTHERAPIE - SYLVIA HEIDINGER;;"[""Rehabilitation""]";ERNST-BARLACH-ALLEE 46;MANNHEIM;68163;GERMANY;49,46814726;8,50611975
2161;RAUM UND ZEIT PHYSIOTHERAPIE - SARAH WEBER;;"[""Rehabilitation""]";GEMÜNDERSTR. 20;DÜSSELDORF;40547;GERMANY;51,23703176;6,743950756
2162;REHABILLI MEDICAL FITNESS - ROBER BILLI;;"[""Rehabilitation""]";FLOßAUSTR. 22;FÜRTH;90763;GERMANY;49,46037021;10,98549217
2163;MORE THAN SPORTS - WOLFGANG MAIER;;"[""Rehabilitation""]";BAHNHOFSTR. 55;KRUMBACH;86381;GERMANY;48,24789712;10,35886402
2164;MAIKE HARTUNG;;"[""Rehabilitation""]";MAINAUERSTR. 8;BERLIN;12161;GERMANY;52,3865034;13,40531751
2165;FRIEDRICH FANNY;33620583739;"[""Rehabilitation""]";1 RUE DE L'EGLISE;GEUDERTHEIM;67170;FRANCE;48,72222592;7,752036303
2166;MICHEL FABRICE;33625302530;"[""Rehabilitation"",""Sport""]";8 RUE DE PONTHIEU;PARIS;75008;FRANCE;48,87038454;2,310927242
2167;GROCCIA ANGELO;33641443889;"[""Rehabilitation""]";11 RUE SAINT MICHEL;MENTON;6500;FRANCE;43,77542995;7,504925416
2168;GUILLEMINOT OLIVIER;33611427085;"[""Rehabilitation""]";4 RUE SAINT JEAN;CANNES LA BOCCA;6150;FRANCE;43,54943165;6,974949098
2169;PALANGUE ELODIE;;"[""Uro & Pelvic Floor""]";PÔLE SAINTE VICTOIRE, ZAC SAINT CHARLES, 4 EME RUE;FUVEAU;13710;FRANCE;43,46393747;5,608744669
2170;CLÍNICA FISIOACCI;34649957197;"[""Rehabilitation"",""Sport""]";CALLE ENCARNITA MARTÍNEZ JABALERA 6 BAJO;GUADIX;18500;SPAIN;37,3026833;-3,1416049
2171;CENTRO ARTROS;34966801323;"[""Rehabilitation"",""Sport""]";CALLE FLORIDA 1;BENIDORM;3502;SPAIN;38,5419661;-0,1365239
2172;MOMENTUM VITAE;34625491442;"[""Rehabilitation"",""Sport""]";PLAÇA PARÍS, 5, LOCAL 3;PALMA DE MALLORCA;7010;SPAIN;39,5841261;2,6462963
2173;FISIOSITGES;34931173751;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";CALLE VERGE DEL PERPETU SOCORS, 11;SITGES;8870;SPAIN;41,241574;1,8087683
2175;FISIOTERAPIA IRENE YERA;34622416276;"[""Rehabilitation"",""Sport""]";CALLE OBISPO SUPERVÍA, NUMERO 10-12;TAUSTE;50660;SPAIN;41,9214041;-1,2564104
2176;ATELIER 22 PHYSIO FORME ET BIEN-ÊTRE;33494685510;"[""Rehabilitation"",""Sport""]";22 AVENUE GEORGES HERMANS;TOURETTES;83440;FRANCE;43,623;6,7031
2177;CANTIN THOMAS;;"[""Uro & Pelvic Floor""]";PÔLE SAINTE VICTOIRE, ZAC SAINT CHARLES, 4 EME RUE;FUVEAU;13710;FRANCE;43,46354613;5,608522324
2178;KRAINA PI?KNO?CI „JOANNA”;;"[""Uro & Pelvic Floor""]";UL. ST. BATOREGO 41;O?WI?CIM;32-600;POLAND;50,02500785;19,23253554
2179;WORLDMEDICA;;"[""Uro & Pelvic Floor""]";UL. ZAPLECZNA 3 F/1;KO?OBRZEG;75-204;POLAND;54,17867702;15,58247294
2180;TOP LASER;;"[""Uro & Pelvic Floor""]";UL. JANA Z KOLNA 20;KOSZALIN;75-204;POLAND;54,19096823;16,1746243
2181;AWANGADABIERUN;;"[""Uro & Pelvic Floor""]";UL. KO?CIELNA 8;BIERU?;43-150;POLAND;50,07818295;19,16095604
2182;?AKLINA BEAUTY NAILS & LASHES;;"[""Uro & Pelvic Floor""]";JANUSZKOWICE 21;JANUSZKOWICE;28-142;POLAND;50,51252968;21,0514143
2183;SERENE;;"[""Uro & Pelvic Floor""]";JANA III SOBIESKIEGO 15;W?OSZCZOWA;29-100;POLAND;50,85186477;19,96474178
2184;URODA I HARMONIA DOROTA KOTU?A;;"[""Uro & Pelvic Floor""]";AL. KORFANTEGO 9;KATOWICE;40-156;POLAND;50,27783348;19,02135173
2185;KOS-MED;;"[""Uro & Pelvic Floor""]";KRAKOWSKA 15;MIKO?ÓW;43-190;POLAND;50,16807929;18,90652525
2186;ESTETICA SALON URODY;;"[""Uro & Pelvic Floor""]";BROWARNA 12B;?OWICZ;99-400;POLAND;49,85504706;19,343403
2187;KLINIKA URODY GINEKA;;"[""Uro & Pelvic Floor""]";PL. KONSTYTUCJI 3 MAJA NR. 5;WROC?AW;50-081;POLAND;51,09981024;17,04043797
2188;CENTRUM KOSMETYKI PROFESJONALNEJ- KLUB PI?KNA;;"[""Uro & Pelvic Floor""]";UL. FRANCUSKA 2A;BIA?A;21-500;POLAND;52,03639718;23,12749927
2189;MAHA DAY SPA;;"[""Uro & Pelvic Floor""]";KO?CIUSZKI 55;ROGO?NO;64-610;POLAND;52,7498559;16,99306401
2190;GABINET KOSMETOLOGICZNY „KOCHAJ SIEBIE”;;"[""Uro & Pelvic Floor""]";UL. ?NIADECKICH 98 A;PI?A;64-920;POLAND;53,16849582;16,75453947
2191;BELLE SPA & CLINIC;;"[""Uro & Pelvic Floor""]";UL. BUKOWI?SKA 26C;WARSZAWA;02-703;POLAND;52,18404394;21,02532074
2192;KOALA-BEAUTY;;"[""Uro & Pelvic Floor""]";PI?CIU STAWÓW 4;BIELSKO-BIA?A;43-316;POLAND;49,80653288;19,03510767
2193;LA PETITE INSTYTUT ZDROWIA I URODY;;"[""Uro & Pelvic Floor""]";OGRODOWA 9;PU?TUSK;06-100;POLAND;52,69980048;21,07529273
2194;ART OF COSMETOLOGY GABINET KOSMETOLOGII ESTETYCZNEJ MGR MA?GORZATA KUBAREK;;"[""Uro & Pelvic Floor""]";DWORSKA 23/6;KRAKÓW;30-214;POLAND;50,0443434;19,92471593
2195;VLAD MIHAI ROMASCU;33637689995;"[""Rehabilitation"",""Sport""]";7B AVENUE ROGER SALENGRO;BAGNOLS SUR CEZE;30200;FRANCE;44,16525995;4,617756213
2196;REHABILITACIÓN NACIONAL;5073063352;"[""Rehabilitation""]";CALLES 38 Y 39 CON AVENIDA CUBA, HOSPITAL NACIONAL;PANAMÁ;;PANAMA;8,972811;-79,5361146
2197;INSTITUTO DE REHABILITACIÓN SAN FERNANDO;5072610891;"[""Rehabilitation""]";VÍA ESPAÑA, CENTRO ESPECIALIZADO SAN FERNANDO, PISO 10;PANAMÁ;;PANAMA;9,0025838;-79,51878
2198;CENTRO DE REHABILITACIÓN Y MEDICINA DEPORTIVA;5072048000;"[""Rehabilitation""]";PUNTA PACIFICA, HOSPITAL PACIFICA SALUD, PISO 01;PANAMÁ;;PANAMA;8,9816187;-79,5125215
2199;FISIOAART;50766112282;"[""Rehabilitation""]";EDISON CORPORATE CENTER, TORRE B, PISO 11;PANAMÁ;;PANAMA;8,991699;-79,5332694
2200;MARUQUEL SWEEN;50762061686;"[""Rehabilitation""]";VILLA LUCRE;PANAMÁ;;PANAMA;9,048165;-79,4915316
2201;REHABILITACIÓN INTEGRAL Y ORTOPEDICA;50766710324;"[""Rehabilitation""]";CHIRIQUÍ, AVE.3RA. Y CALLE CENTRAL, HOSPITAL CHIRIQUÍ;DAVID;;PANAMA;8,4313129;-82,4346372
2202;TERAPIA LASTRA & LASTRA;50766707102;"[""Rehabilitation""]";AVENIDA DON RAFAEL, CASA 7020, DETRÁS DEL CLUB DE LEONES DE CHITRE.;HERRERA;;PANAMA;7,9739339;-80,4478279
2203;GLEEMARE BEAUTY;50767812191;"[""Uro & Pelvic Floor""]";COSTA DEL ESTE, PH PLAZA SKY, PANAMÁ;COSTA DEL ESTE;;PANAMA;9,0162665;-79,4754439
2204;FISIOTERAPIA ETHEL SOLÍS;50761496771;"[""Rehabilitation""]";CONSULTORIOS ROYAL CENTER, TORRE C, CONSULTORIO # 345, PANAMÁ;PANAMÁ;;PANAMA;8,9780109;-79,5207456
2205;POLICLÍNICA ROBERTO RAMIREZ DE DIEGO;50767816942;"[""Rehabilitation""]";CARRETERA PANAMERICANA/INTERAMERICANA/CARRETERA 1/CA-1 Y AV. DR. BELISARIO PORRAS/CARRETERA 2 HACIA CALLE A.;HERRERA;;PANAMA;7,9682429;-80,440458
2206;DAIS THERAPY;50769428821;"[""Rehabilitation""]";VÍA TRANSISTMICA, BUSSINES CENTER, LOS ANGELES;PANAMÁ;;PANAMA;9,0029737;-79,5274153
2207;FABIO DE FREITAS;41766307335;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";ROUTE D'ANTZÈRE 25;CONTHEY;1964;SWITZERLAND;46,22250923;7,301197155
2208;DURIEUX FLORE;33624284270;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";53 AVENUE DE LA LIBERATION;DUNKERQUE;59140;FRANCE;51,04604651;2,387772288
2209;CABINET HAIBI-HELMI;33621033515;"[""Rehabilitation""]";89 AVENUE ANTOINE ST EXUPERY;GRASSE;6130;FRANCE;43,6653381;6,938583427
2210;MSP - VINCENT REGA;33626033894;"[""Rehabilitation""]";5 PLACE DE L'ENFANCE;VOLONNE;4290;FRANCE;44,11137638;6,012337755
2211;JEAN PHILIPPE NAVAS;33610632929;"[""Rehabilitation""]";53 RUE EMILIEN GUILLARMET;NIMES;30000;FRANCE;43,83891621;4,399104813
2212;MARIE KRISHYNE BONET - OSTEOPATHE ANIMALIÈRE;33629535208;"[""Rehabilitation""]";80 TRAVERSE DES FIGUIERS;LA CRAU;83260;FRANCE;43,13921355;6,055567269
2213;BODY PROGRESS - SABRINA PANTZARE / ANTOINE COUDRAY;33626981368;"[""Rehabilitation""]";7 RUE REYER;CANNES;6400;FRANCE;43,5593881;7,01725414
2214;CABINET DE KINE ET D'OSTEO, GARAT-RIBEIRO;33648843025;"[""Rehabilitation""]";74 RUE GEORGES BONNAC TOUR 3;BORDEAUX;33000;FRANCE;44,83936778;-0,585531002
2215;CABINET KINESITHERAPIE LUCIE ROBUCHON;33637666547;"[""Rehabilitation""]";68 BOULEVARD DU MIDI;LACAPELLE-BIRON;47150;FRANCE;44,60012896;0,895763027
2216;CABINET KINESITHERAPIE MARJORIE BOURGEONNIER;33647903827;"[""Rehabilitation""]";68 BOULEVARD DU MIDI;LACAPELLE-BIRON;47150;FRANCE;44,60012132;0,895784484
2217;SCM KINERESSOURCES LANCEL/PLATTEY;33626506576;"[""Rehabilitation""]";27 RUE ALPHONSE DE SAINTONGE;LA ROCHELLE;17000;FRANCE;46,16360843;-1,199003562
2218;CABINET DANIEL FUENTE;33553803854;"[""Rehabilitation""]";76 RUE THIERS;MONTPON MENESTEROL;24700;FRANCE;45,00918381;0,158257956
2219;SCM PARAMEDICAL BISCARROSSE ROUVIER / JEGOU;33757570444;"[""Rehabilitation""]";290 AVENUE DU MARECHAL JUIN;BISCAROSSE;40600;FRANCE;44,39323991;-1,16574356
2220;CABINET RAMON TORRES LEAL;33770323431;"[""Rehabilitation""]";10 RUE DES PINSONS;SAINT-BRÈS;34670;FRANCE;43,671005;4,039478727
2221;KINETOUR;33559844106;"[""Rehabilitation""]";49 BOULEVARD TOURASSE;PAU;64000;FRANCE;43,31062047;-0,349196173
2222;CABINET JULIE CHATARD;33762750599;"[""Rehabilitation""]";RUE DU PIGEONNIER;LA MAGDELAINE-SUR-TARN;31340;FRANCE;43,81170998;1,54353454
2223;JULIE MORIN;33643429890;"[""Rehabilitation""]";5 RUE DES MESANGES;BIARRITZ;64200;FRANCE;43,46099178;-1,538739102
2224;CABINET DE CHIROPRAXIE AVINENS;33688657718;"[""Rehabilitation""]";14 PLACE DE L'EUROPE;CUGNEAUX;31270;FRANCE;43,53699727;1,343092584
2225;SCM MARINA;33635396344;"[""Rehabilitation""]";38 RUE DES CORDELIERS;BAYONNE;64100;FRANCE;43,48930131;-1,472418931
2226;CABINET DU LOUP;33671737356;"[""Rehabilitation""]";135 AVENUE DU LOUP;PAU;64000;FRANCE;43,32093467;-0,347315545
2227;PLATEAU SPORT SANTE LACAZE;33562392471;"[""Rehabilitation""]";217 RUE DU 8 MAI 1945;LANNEMEZAN;65300;FRANCE;43,11927832;0,383259398
2228;VERONICA PEREZ ROZUA;;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";CASSA DE LA SELVA;GIRONA;17244;SPAIN;41,88643699;2,875135851
2229;M. ROCHA CELSO;;"[""Rehabilitation""]";CHEMIN DU VILLAGE 5;ROMANEL SUR LAUSANNE;1032;SWITZERLAND;46,5633318;6,6045423
2230;CABINET LOURENÇO- SCHMITT;;"[""Rehabilitation""]";2 RUE DE LA MONTEE;LINGOLSHEIM;67;FRANCE;48,55310822;7,680855274
2231;PIA DACCACHE;33635178329;"[""Rehabilitation"",""Uro & Pelvic Floor""]";20 PLACE DE LA LIBERTE;STRASBOURG;67300;FRANCE;48,5862999;7,757018089
2232;KOG;33143689115;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";27 AVENUE GAMBETTA;MAISON ALFORT;94700;FRANCE;48,8101657;2,4377415
2233;UTANDE FISIOTERAPIA;34914273494;"[""Rehabilitation""]";AVENIDA DEL MONASTERIO DE EL ESCORIAL, 26;MADRID;28049;SPAIN;40,508011;-3,705597
2234;GROW CLINIC;34913766962;"[""Rehabilitation"",""Uro & Pelvic Floor""]";AVENIDA DEL MONASTERIO DE SILOS, 75;MADRID;28034;SPAIN;40,5078646;-3,6963202
2235;LAURA PHILIBERT & PIERRE BASTARD - CHIROPRACTEURS VIENNE;33783255216;"[""Rehabilitation"",""Sport""]";17 COURS DE VERDUN;VIENNE;38200;FRANCE;45,51894379;4,870167255
2236;BENNY POLLENTIER;3259290819;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";STATIONSSTRAAT NR° 78;EERNEGEM;;BELGIUM;51,1326;3,02562
2237;GWENAELLE LEBLAN;33646826337;"[""Rehabilitation""]";13 RUE MIRANDE;DIJON;21000;FRANCE;47,31902313;5,047949791
2238;ROMAN DUTHIL;33278775427;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";2 RUE CHARLES CROS;ROUEN;76000;FRANCE;49,4608784;1,1358468
2239;AIT ALI KATHIA;33766719053;"[""Rehabilitation"",""Uro & Pelvic Floor""]";27 PLACE DE PROVENCE;VITROLLES;13127;FRANCE;43,44748688;5,248781681
2240;SILVIA DE DEUS;33695447393;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";16 BOULEVARD JACQUES DUCLOS;TARNOS;40220;FRANCE;43,53879929;-1,460936666
2241;CAROLINE ADAMS;16037813135;"[""Rehabilitation""]";110 HEMLOCK ROAD;NEW HAVEN, CT;6515;USA ;41,3254855;-72,9741502
2242;MANON OGE;;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";215 CHEMIN DE LA BAYETTE;LE PRADET;83220;FRANCE;43,10795593;6,036337852
2243;SYLVAINE MANSON DUTARD;33677210063;"[""Uro & Pelvic Floor""]";32 CHEMIN DE LA JUSTICE;ROBION;84440;FRANCE;43,8457457;5,1067808
2244;ERIC TARKOWSKI;33683249101;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";231 AVENUE FERNAND BUSCOT;ARDRES;62610;FRANCE;50,85863113;1,982906103
2245;MARION CELLIER;33608353450;"[""Rehabilitation""]";2 RUE DU CHEMIN AUX BOEUFS;ELANCOURT;78990;FRANCE;48,7662635;1,9479569
2246;MONICA BIANCO HILAIRE;33616091396;"[""Rehabilitation""]";20 RUE SCHEFFER;PARIS;75016;FRANCE;48,861306;2,2830779
2247;CABINET SEYLLER;33678819530;"[""Rehabilitation""]";6 PL. DU MARECHAL DE LATTRE DE TASSIGNY;SELESTAT;67600;FRANCE;48,2598466;7,4590924
2248;MAGDALENA POLAK;33695624461;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";14 RUE HIPPOLYTE CLAIR;CREPY-EN-VALOIS;60800;FRANCE;49,2335434;2,893381357
2249;MK2V;33672857114;"[""Rehabilitation"",""Uro & Pelvic Floor""]";28 RUE MACQUERON;ABBEVILLE;80100;FRANCE;50,10123825;1,861871362
2250;CABINET BENARIF;33637633643;"[""Rehabilitation"",""Uro & Pelvic Floor""]";4 AVENUE HOCHE;PARIS;75008;FRANCE;48,8777159;2,3040221
2251;LUDIVINE MARCOS;33698115026;"[""Uro & Pelvic Floor""]";39 RUE JEAN DE LA FONTAINE;PARIS;75016;FRANCE;48,85096741;2,272008419
2252;CORALIE SALMON;33474285253;"[""Rehabilitation"",""Uro & Pelvic Floor""]";28 ROUTE DE LYON;DOMARIN;38300;FRANCE;45,5867828;5,253734
2253;FLORENCE RIMBAULT;33610481638;"[""Uro & Pelvic Floor""]";4 ALLEE DES CASTORS;BIEVRES;91570;FRANCE;48,7557341;2,2196738
2254;JORGE LOPEZ JURADO;;"[""Rehabilitation"",""Sport""]";;VILLACARRILLO;23300;SPAIN;38,11602;-3,083922
2255;FOURNIE AUDREY;33781102597;"[""Uro & Pelvic Floor""]";77 RUE DR ESCAT;MARSEILLE;13006;FRANCE;43,28298187;5,38001442
2256;NÚRIA GABERNET SOLE;;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";;LLEIDA;25001;SPAIN;41,6147605;0,6267842
2257;SEVERINE BOUTIN;33664231059;"[""Uro & Pelvic Floor""]";2 RUE PIERRE BESSET;CLERMONT-FERRAND;63000;FRANCE;45,78199005;3,076684475
2258;FATIMA-EZZAHRA BENITTO;;"[""Rehabilitation""]";HAY HASSANI, BLOC 25, N°693 REZ-DE-CHAUSSEE;MARRAKECH;40130;MAROC;31,63232097;-8,044561032
2259;ZOUBIDA ELKORTBI;;"[""Rehabilitation""]";85 YAACOUB EL MANSSOUR, 1ER ETAGE, N°1;CASABLANCA;20330;MAROC;33,57475626;-7,642497956
2260;WAFAA HATTAB;;"[""Rehabilitation""]";56, RESIDENCE AL AOUM, APPT N°3 RDC, GYNMER HAY EL MATTAR, OASIS;CASABLANCA;20000;MAROC;33,55422771;-7,645270502
2261;MEHDI CHEIKH LAHLOU;;"[""Rehabilitation""]";RUE HÔTEL DE VILLE, IMM. FRÈRES APPT. 9, REZ-DE-CHAUSSEE;AGADIR;80000;MAROC;30,42056756;-9,595778094
2262;ILIYA TOSHEV;;"[""Rehabilitation"",""Sport""]";STR. LESNOVSKA 25;SOFIA;;BULGARIA;42,73484609;23,2347391
2263;SENAN AHO;33611111165;"[""Rehabilitation"",""Sport"",""Uro & Pelvic Floor""]";IMPASSE CLEMENT ADER;GRAY;70100;FRANCE;47,43815994;5,604502201
